veh_6,48000000000,52.513463,13.322302,9.987575
veh_6,49000000000,52.513375,13.322239,9.811406
veh_6,50000000000,52.513323,13.322188,6.729362
veh_6,51000000000,52.513297,13.322140,7.585012
veh_6,52000000000,52.513274,13.321998,9.000395
veh_6,53000000000,52.513271,13.321858,9.491802
veh_6,54000000000,52.513294,13.321714,9.391461
veh_6,55000000000,52.513257,13.321583,9.257202
veh_17,56000000000,52.513455,13.322296,9.686316
veh_6,56000000000,52.513248,13.321444,9.437947
veh_6,57000000000,52.513243,13.321317,9.284987
veh_17,57000000000,52.513366,13.322231,9.999234
veh_17,58000000000,52.513320,13.322186,9.657509
veh_6,58000000000,52.513156,13.321219,9.655656
veh_17,59000000000,52.513276,13.322048,9.422076
veh_6,59000000000,52.513107,13.321097,9.353641
veh_6,60000000000,52.513064,13.320945,9.880817
veh_17,60000000000,52.513243,13.321908,9.326612
veh_6,61000000000,52.512998,13.320854,9.431848
veh_17,61000000000,52.513210,13.321775,9.340630
veh_1,61000000000,52.512961,13.322777,9.267775
veh_17,62000000000,52.513203,13.321637,9.565898
veh_1,62000000000,52.513030,13.322688,9.991785
veh_6,62000000000,52.512939,13.320731,9.874256
veh_1,63000000000,52.513100,13.322598,9.999209
veh_27,63000000000,52.513485,13.322314,9.355315
veh_6,63000000000,52.512863,13.320659,9.567392
veh_17,63000000000,52.513193,13.321496,9.653845
veh_17,64000000000,52.513204,13.321357,9.497247
veh_27,64000000000,52.513401,13.322260,9.721213
veh_6,64000000000,52.512781,13.320594,9.779919
veh_1,64000000000,52.513159,13.322528,9.432798
veh_17,65000000000,52.513140,13.321266,9.780388
veh_27,65000000000,52.513334,13.322200,7.888588
veh_6,65000000000,52.512701,13.320531,9.723425
veh_1,65000000000,52.513173,13.322400,9.334413
veh_6,66000000000,52.512680,13.320460,9.980809
veh_17,66000000000,52.513095,13.321151,9.663710
veh_27,66000000000,52.513299,13.322146,8.706039
veh_1,66000000000,52.513205,13.322273,9.878038
veh_6,67000000000,52.512685,13.320332,9.301336
veh_17,67000000000,52.513062,13.321012,9.478976
veh_1,67000000000,52.513234,13.322140,9.998930
veh_27,67000000000,52.513274,13.321992,9.781537
veh_27,68000000000,52.513270,13.321845,9.977839
veh_17,68000000000,52.513035,13.320899,6.978031
veh_1,68000000000,52.513245,13.322002,9.585194
veh_6,68000000000,52.512676,13.320191,9.619695
veh_1,69000000000,52.513242,13.321860,9.686037
veh_17,69000000000,52.512992,13.320791,7.890434
veh_27,69000000000,52.513265,13.321702,9.641791
veh_6,69000000000,52.512667,13.320051,9.606780
veh_17,70000000000,52.512922,13.320714,9.184449
veh_27,70000000000,52.513255,13.321555,9.991476
veh_37,70000000000,52.513472,13.322307,9.762014
veh_12,70000000000,52.512987,13.322805,9.436825
veh_1,70000000000,52.513237,13.321720,9.568433
veh_17,71000000000,52.512844,13.320643,9.645718
veh_12,71000000000,52.513057,13.322714,9.939203
veh_37,71000000000,52.513387,13.322251,9.706689
veh_1,71000000000,52.513230,13.321612,7.390708
veh_27,71000000000,52.513217,13.321418,9.732210
veh_27,72000000000,52.513192,13.321304,9.931114
veh_17,72000000000,52.512766,13.320582,9.361558
veh_1,72000000000,52.513223,13.321500,7.685662
veh_37,72000000000,52.513328,13.322193,7.271978
veh_12,72000000000,52.513125,13.322625,9.800173
veh_27,73000000000,52.513143,13.321187,9.343346
veh_17,73000000000,52.512690,13.320520,9.361929
veh_12,73000000000,52.513178,13.322539,9.829833
veh_1,73000000000,52.513238,13.321366,8.865904
veh_37,73000000000,52.513295,13.322135,8.594586
veh_12,74000000000,52.513205,13.322398,9.855006
veh_37,74000000000,52.513273,13.321985,9.516321
veh_1,74000000000,52.513179,13.321278,8.893129
veh_27,74000000000,52.513089,13.321064,9.576212
veh_17,74000000000,52.512684,13.320451,9.340697
veh_37,75000000000,52.513242,13.321848,9.402169
veh_12,75000000000,52.513208,13.322255,9.283353
veh_17,75000000000,52.512683,13.320318,9.461893
veh_1,75000000000,52.513106,13.321181,9.309588
veh_27,75000000000,52.513049,13.320919,9.545028
veh_12,76000000000,52.513208,13.322126,9.495112
veh_1,76000000000,52.513057,13.321075,9.752844
veh_17,76000000000,52.512674,13.320172,9.993880
veh_27,76000000000,52.512992,13.320790,9.989219
veh_37,76000000000,52.513236,13.321704,9.902535
veh_1,77000000000,52.513014,13.320931,9.834041
veh_37,77000000000,52.513227,13.321567,9.382546
veh_12,77000000000,52.513216,13.321990,9.607530
veh_47,77000000000,52.513440,13.322287,9.909808
veh_17,77000000000,52.512666,13.320030,9.695339
veh_27,77000000000,52.512919,13.320711,9.414781
veh_22,77000000000,52.512972,13.322765,9.793550
veh_1,78000000000,52.512991,13.320846,5.334041
veh_37,78000000000,52.513189,13.321425,9.992435
veh_47,78000000000,52.513358,13.322223,9.458472
veh_12,78000000000,52.513213,13.321846,9.798859
veh_22,78000000000,52.513037,13.322680,9.377775
veh_27,78000000000,52.512839,13.320639,9.981968
veh_37,79000000000,52.513136,13.321328,9.955092
veh_47,79000000000,52.513314,13.322176,9.396529
veh_12,79000000000,52.513208,13.321714,9.306189
veh_27,79000000000,52.512757,13.320575,9.854708
veh_1,79000000000,52.512959,13.320754,6.251187
veh_22,79000000000,52.513104,13.322592,9.767894
veh_1,80000000000,52.512900,13.320693,7.613300
veh_27,80000000000,52.512680,13.320505,9.729504
veh_22,80000000000,52.513135,13.322481,9.779955
veh_3,80000000000,52.513363,13.320172,9.802706
veh_37,80000000000,52.513089,13.321224,9.710021
veh_47,80000000000,52.513275,13.322036,9.299068
veh_12,80000000000,52.513198,13.321573,9.608103
veh_27,81000000000,52.512690,13.320434,9.282911
veh_22,81000000000,52.513152,13.322361,9.511082
veh_37,81000000000,52.513052,13.321138,9.342193
veh_47,81000000000,52.513271,13.321896,9.317741
veh_1,81000000000,52.512826,13.320629,9.054254
veh_12,81000000000,52.513189,13.321431,9.730449
veh_3,81000000000,52.513330,13.320299,9.375786
veh_1,82000000000,52.512746,13.320566,9.606946
veh_12,82000000000,52.513140,13.321332,9.675214
veh_47,82000000000,52.513296,13.321751,9.595940
veh_27,82000000000,52.512682,13.320294,9.636794
veh_5,82000000000,52.513376,13.320241,7.655137
veh_22,82000000000,52.513179,13.322250,9.836814
veh_37,82000000000,52.513017,13.320999,9.269029
veh_3,82000000000,52.513317,13.320453,9.772093
veh_1,83000000000,52.512692,13.320522,6.659269
veh_12,83000000000,52.513093,13.321233,9.493862
veh_5,83000000000,52.513343,13.320365,9.081495
veh_3,83000000000,52.513280,13.320578,9.336285
veh_47,83000000000,52.513259,13.321608,9.916430
veh_37,83000000000,52.513001,13.320915,4.769029
veh_32,83000000000,52.512946,13.322793,9.416558
veh_27,83000000000,52.512673,13.320155,9.449285
veh_22,83000000000,52.513208,13.322125,9.856757
veh_57,84000000000,52.513469,13.322305,9.550486
veh_3,84000000000,52.513242,13.320704,9.434573
veh_22,84000000000,52.513216,13.321994,9.257692
veh_37,84000000000,52.512999,13.320913,0.269029
veh_1,84000000000,52.512672,13.320490,3.077541
veh_12,84000000000,52.513071,13.321179,4.993862
veh_5,84000000000,52.513307,13.320485,8.955283
veh_27,84000000000,52.512665,13.320017,9.455650
veh_32,84000000000,52.513014,13.322710,9.594552
veh_47,84000000000,52.513249,13.321464,9.805756
veh_12,85000000000,52.513069,13.321174,0.513191
veh_5,85000000000,52.513272,13.320606,8.971904
veh_1,85000000000,52.512671,13.320488,0.154676
veh_37,85000000000,52.513007,13.320865,1.066858
veh_32,85000000000,52.513080,13.322624,9.464132
veh_22,85000000000,52.513213,13.321856,9.387311
veh_3,85000000000,52.513207,13.320782,6.432239
veh_47,85000000000,52.513223,13.321338,9.379059
veh_57,85000000000,52.513415,13.322270,6.199828
veh_57,86000000000,52.513400,13.322260,1.699828
veh_22,86000000000,52.513208,13.321722,9.427370
veh_32,86000000000,52.513140,13.322527,9.886212
veh_37,86000000000,52.513006,13.320806,2.354531
veh_47,86000000000,52.513162,13.321234,9.776840
veh_3,86000000000,52.513196,13.320806,1.994463
veh_12,86000000000,52.513069,13.321174,0.028395
veh_5,86000000000,52.513247,13.320687,6.076226
veh_1,86000000000,52.512671,13.320488,0.038801
veh_5,87000000000,52.513238,13.320715,2.184450
veh_37,87000000000,52.512978,13.320775,3.639770
veh_32,87000000000,52.513140,13.322402,9.437605
veh_12,87000000000,52.513069,13.321173,0.019291
veh_47,87000000000,52.513131,13.321157,5.996145
veh_3,87000000000,52.513195,13.320809,0.261223
veh_57,87000000000,52.513399,13.322259,0.171056
veh_1,87000000000,52.512671,13.320488,0.024643
veh_22,87000000000,52.513199,13.321586,9.336156
veh_5,88000000000,52.513236,13.320719,0.301107
veh_32,88000000000,52.513161,13.322325,6.390258
veh_3,88000000000,52.513194,13.320810,0.140264
veh_1,88000000000,52.512671,13.320488,0.002878
veh_22,88000000000,52.513190,13.321441,9.884517
veh_47,88000000000,52.513120,13.321129,2.146435
veh_57,88000000000,52.513398,13.322258,0.037507
veh_12,88000000000,52.513069,13.321173,0.001381
veh_37,88000000000,52.512939,13.320732,5.050796
veh_57,89000000000,52.513398,13.322258,0.012481
veh_14,89000000000,52.513356,13.320319,9.405421
veh_5,89000000000,52.513235,13.320721,0.158474
veh_3,89000000000,52.513194,13.320811,0.032537
veh_37,89000000000,52.512887,13.320682,6.543420
veh_12,89000000000,52.513069,13.321173,0.000980
veh_1,89000000000,52.512671,13.320488,0.001258
veh_22,89000000000,52.513148,13.321338,9.357153
veh_47,89000000000,52.513119,13.321125,0.331868
veh_32,89000000000,52.513169,13.322297,2.357348
veh_14,90000000000,52.513318,13.320448,9.594901
veh_47,90000000000,52.513118,13.321124,0.075041
veh_12,90000000000,52.513069,13.321173,0.000187
veh_1,90000000000,52.512671,13.320488,0.000589
veh_57,90000000000,52.513398,13.322258,0.005462
veh_5,90000000000,52.513235,13.320721,0.022954
veh_32,90000000000,52.513170,13.322289,0.617155
veh_3,90000000000,52.513194,13.320811,0.007059
veh_37,90000000000,52.512824,13.320627,7.760143
veh_22,90000000000,52.513139,13.321263,6.394820
veh_16,91000000000,52.513362,13.320296,8.690658
veh_5,91000000000,52.513235,13.320721,0.012720
veh_22,91000000000,52.513102,13.321170,7.884507
veh_32,91000000000,52.513175,13.322272,1.871329
veh_47,91000000000,52.513133,13.321076,1.464935
veh_12,91000000000,52.513065,13.321164,0.878126
veh_57,91000000000,52.513388,13.322251,1.145583
veh_14,91000000000,52.513285,13.320561,8.445305
veh_3,91000000000,52.513188,13.320824,1.043347
veh_1,91000000000,52.512666,13.320478,0.808624
veh_37,91000000000,52.512757,13.320575,8.093026
veh_12,92000000000,52.513060,13.321154,1.772202
veh_3,92000000000,52.513167,13.320854,2.019824
veh_1,92000000000,52.512673,13.320493,2.053227
veh_67,92000000000,52.513486,13.322264,7.274089
veh_16,92000000000,52.513326,13.320420,9.237392
veh_5,92000000000,52.513230,13.320733,0.971630
veh_32,92000000000,52.513180,13.322244,2.724934
veh_47,92000000000,52.513110,13.321032,2.916982
veh_14,92000000000,52.513269,13.320616,4.080429
veh_22,92000000000,52.513072,13.321031,9.338570
veh_57,92000000000,52.513367,13.322231,2.274268
veh_37,92000000000,52.512724,13.320549,3.961431
veh_3,93000000000,52.513141,13.320881,3.433261
veh_1,93000000000,52.512682,13.320457,2.913802
veh_12,93000000000,52.513064,13.321088,3.259996
veh_32,93000000000,52.513190,13.322196,3.873679
veh_57,93000000000,52.513341,13.322206,3.402359
veh_47,93000000000,52.513097,13.321007,1.990725
veh_67,93000000000,52.513438,13.322234,5.749505
veh_16,93000000000,52.513304,13.320495,5.547464
veh_14,93000000000,52.513265,13.320628,0.857330
veh_5,93000000000,52.513222,13.320750,1.448137
veh_22,93000000000,52.513041,13.320907,7.816207
veh_37,93000000000,52.512702,13.320532,2.597636
veh_16,94000000000,52.513297,13.320521,1.938280
