R2000073,1543622400000,64.61111111111111,8.0
R2000070,1543622400000,67.27777777777777,8.0
R2000073,1543622460000,61.72222222222222,8.0
R2000070,1543622460000,59.0,4.0
R2000070,1543622520000,66.56666666666666,3.0
R2000073,1543622520000,66.83333333333333,9.0
R2000070,1543622580000,75.11111111111111,6.0
R2000073,1543622580000,73.16666666666667,5.0
R2000070,1543622640000,70.22222222222223,7.0
R2000073,1543622640000,64.77777777777777,10.0
R2000073,1543622700000,64.11111111111111,7.0
R2000070,1543622700000,63.94444444444444,10.0
R2000073,1543622760000,63.27777777777778,11.0
R2000070,1543622760000,36.166666666666664,3.0
R2000070,1543622820000,70.07407407407408,4.0
R2000070,1543622880000,68.94444444444444,8.0
R2000073,1543622880000,69.38888888888889,7.0
R2000073,1543622940000,66.22222222222223,12.0
R2000070,1543622940000,32.5,2.0
R2000070,1543623000000,37.5,5.0
R2000073,1543623000000,74.66666666666667,11.0
R2000070,1543623060000,69.61111111111111,7.0
R2000073,1543623060000,27.555555555555557,3.0
R2000070,1543623120000,72.61111111111111,6.0
R2000073,1543623120000,64.22222222222223,7.0
R2000070,1543623180000,64.68253968253968,2.0
R2000073,1543623240000,57.333333333333336,9.0
R2000070,1543623240000,60.5,6.0
R2000070,1543623360000,35.333333333333336,1.0
R2000073,1543623360000,33.0,7.0
R2000070,1543623420000,64.88888888888889,6.0
R2000073,1543623420000,62.166666666666664,6.0
R2000070,1543623480000,78.55555555555556,5.0
R2000073,1543623480000,62.44444444444444,13.0
R2000070,1543623540000,60.77777777777778,4.0
R2000073,1543623540000,62.05555555555556,10.0
R2000073,1543623600000,60.0,8.0
R2000070,1543623600000,73.27777777777777,8.0
R2000073,1543623660000,21.11111111111111,4.0
R2000070,1543623660000,72.88888888888889,7.0
R2000070,1543623720000,69.05555555555556,7.0
R2000073,1543623720000,61.333333333333336,8.0
R2000070,1543623780000,68.4074074074074,6.0
R2000073,1543623780000,57.14814814814815,5.0
R2000070,1543623840000,55.18518518518518,3.0
R2000073,1543623840000,27.77777777777778,5.0
R2000073,1543623900000,27.555555555555557,4.0
R2000070,1543623900000,37.833333333333336,3.0
R2000070,1543623960000,41.0,5.0
R2000073,1543623960000,64.72222222222223,9.0
R2000073,1543624020000,102.62962962962963,8.0
R2000070,1543624020000,68.05555555555556,6.0
R2000070,1543624080000,30.444444444444443,5.0
R2000070,1543624140000,62.72222222222222,4.0
R2000073,1543624140000,58.0,9.0
R2000073,1543624200000,64.61111111111111,12.0
R2000070,1543624200000,61.0,8.0
R2000070,1543624260000,24.0,2.0
R2000073,1543624260000,68.4074074074074,11.0
R2000070,1543624320000,40.166666666666664,6.0
R2000073,1543624320000,67.11111111111111,7.0
R2000070,1543624380000,26.22222222222222,1.0
R2000073,1543624380000,69.16666666666667,10.0
R2000070,1543624440000,32.833333333333336,6.0
R2000073,1543624440000,62.55555555555556,7.0
R2000073,1543624500000,24.444444444444443,4.0
R2000070,1543624500000,63.666666666666664,6.0
R2000070,1543624560000,54.27777777777778,6.0
R2000073,1543624560000,30.0,4.0
R2000073,1543624620000,65.38888888888889,7.0
R2000070,1543624620000,65.94444444444444,4.0
R2000073,1543624680000,31.0,3.0
R2000070,1543624680000,65.72222222222223,7.0
R2000070,1543624740000,74.05555555555556,10.0
R2000073,1543624740000,62.888888888888886,7.0
R2000070,1543624800000,56.0,3.0
R2000073,1543624800000,22.0,2.0
R2000070,1543624860000,71.72222222222223,7.0
R2000073,1543624860000,70.11111111111111,8.0
R2000073,1543624920000,64.72222222222223,6.0
R2000070,1543624920000,40.0,4.0
R2000073,1543624980000,28.5,2.0
R2000070,1543624980000,90.0,9.0
R2000070,1543625040000,64.77777777777777,5.0
R2000073,1543625040000,56.666666666666664,11.0
R2000070,1543625100000,64.75,3.0
R2000073,1543625100000,58.94444444444444,7.0
R2000070,1543625160000,30.166666666666668,3.0
R2000073,1543625160000,68.22222222222223,9.0
R2000070,1543625220000,29.833333333333332,4.0
R2000073,1543625220000,69.5,10.0
R2000070,1543625280000,108.16666666666667,5.0
R2000073,1543625280000,26.666666666666668,1.0
R2000070,1543625340000,32.888888888888886,6.0
R2000073,1543625340000,32.333333333333336,5.0
R2000073,1543625400000,62.333333333333336,11.0
R2000070,1543625400000,69.22222222222223,6.0
R2000073,1543625460000,72.62962962962962,6.0
R2000070,1543625460000,36.5,5.0
R2000070,1543625520000,24.666666666666668,3.0
R2000073,1543625520000,68.55555555555556,7.0
R2000070,1543625580000,54.25,3.0
R2000073,1543625580000,27.11111111111111,7.0
R2000073,1543625640000,63.629629629629626,7.0
R2000070,1543625640000,62.888888888888886,6.0
R2000070,1543625700000,72.83333333333333,7.0
R2000073,1543625700000,59.766666666666666,9.0
R2000073,1543625760000,33.0,6.0
R2000070,1543625760000,67.94444444444444,8.0
R2000070,1543625820000,29.555555555555557,1.0
R2000073,1543625820000,66.77777777777777,6.0
R2000073,1543625880000,34.333333333333336,5.0
R2000070,1543625880000,29.25,2.0
R2000073,1543625940000,70.33333333333333,7.0
R2000070,1543625940000,21.19047619047619,1.0
R2000070,1543626000000,61.55555555555556,6.0
R2000070,1543626060000,63.55555555555556,5.0
R2000073,1543626060000,31.333333333333332,4.0
R2000070,1543626120000,20.476190476190474,1.0
R2000073,1543626120000,71.0,5.0
R2000073,1543626180000,62.666666666666664,8.0
R2000070,1543626180000,35.166666666666664,3.0
R2000073,1543626240000,34.166666666666664,4.0
R2000070,1543626240000,32.22222222222222,1.0
R2000070,1543626300000,40.333333333333336,4.0
R2000070,1543626360000,28.0,3.0
R2000073,1543626360000,66.37037037037038,4.0
R2000073,1543626420000,62.833333333333336,8.0
R2000070,1543626420000,20.714285714285715,2.0
R2000070,1543626480000,73.72222222222223,5.0
R2000073,1543626540000,71.44444444444444,10.0
R2000070,1543626540000,70.16666666666667,5.0
R2000073,1543626600000,30.666666666666668,5.0
R2000070,1543626600000,36.333333333333336,3.0
R2000073,1543626660000,72.94444444444444,8.0
R2000070,1543626660000,68.55555555555556,5.0
R2000070,1543626720000,31.833333333333332,4.0
R2000073,1543626720000,28.0,2.0
R2000073,1543626780000,66.07407407407408,5.0
R2000070,1543626780000,31.0,4.0
R2000070,1543626840000,70.48148148148148,6.0
R2000073,1543626900000,32.833333333333336,3.0
R2000070,1543626900000,31.555555555555557,3.0
R2000070,1543626960000,58.06666666666667,5.0
R2000073,1543626960000,58.333333333333336,5.0
R2000073,1543627020000,61.111111111111114,9.0
